date, pm25, pm10, o3, no2, so2
2022/1/17, 50, 10, 26, 8, 
2022/1/18, 36, 13, 23, 10, 
2022/1/19, 47, 11, 27, 8, 
2022/1/20, 36, 9, 27, 8, 
2022/1/21, 26, 11, 21, 7, 
2022/1/22, 37, 12, 23, 7, 
2022/1/23, 47, 12, 21, 16, 
2022/1/24, 46, 22, 6, 18, 
2022/1/25, 66, 24, 5, 17, 
2022/1/26, 77, 22, 23, 9, 
2022/1/27, 70, 13, 25, 8, 
2022/1/28, 40, 11, 25, 5, 
2022/1/29, 32, 6, 31, 6, 
2022/1/30, 18, 11, 29, 5, 
2022/1/31, 38, 5, 29, 4, 
2022/2/1, 16, 6, 29, 8, 
2022/2/2, 17, 8, 14, 12, 
2022/2/3, 25, 13, 30, 6, 
2022/2/4, 36, 6, 32, 4, 
2022/2/5, 14, 6, 36, 1, 
2022/2/6, 15, 4, 34, 6, 
2022/2/7, 9, 10, 29, 8, 
2022/2/8, 23, 14, 23, 14, 
2022/2/9, 30, 18, 30, 12, 
2022/2/10, 42, 13, 28, 9, 
2022/2/11, 34, 13, 26, 15, 
2022/2/12, 45, 19, 35, 12, 
2022/2/13, 57, 13, 32, 8, 
2022/2/14, 37, 7, 26, 6, 
2022/2/15, 15, 6, 32, 2, 
2022/2/16, 11, 3, 37, 2, 
2022/2/17, 8, 11, 37, 4, 
2022/2/18, 28, 7, 34, 3, 
2022/2/19, 15, 5, 33, 1, 
2022/2/20, 13, 3, 36, 2, 
2022/2/21, 8, 6, 30, 4, 
2022/2/22, 16, 7, 37, 9, 
2022/2/23, 18, 11, 33, 9, 
2022/2/24, 28, 7, 30, 6, 
2022/2/25, 15, 8, 33, 5, 
2022/2/26, 23, 9, 34, 5, 
2022/2/27, 30, 14, 33, 13, 
2022/2/28, 49, 21, 31, 15, 
2022/3/1, 61, 28, 16, 20, 
2022/3/2, 70, 36, 20, 19, 
2022/3/3, 79, 31, 33, 18, 
2022/3/4, 76, 23, 33, 12, 
2022/3/5, 65, 18, 32, 11, 
2022/3/6, 60, 17, 34, 6, 
2022/3/7, 60, 22, 34, 10, 
2022/3/8, 67, 25, 32, 20, 
2022/3/9, 62, 37, 35, 16, 
2022/3/10, 80, 25, 28, 11, 
2022/3/11, 59, 33, 36, 14, 
2022/3/12, 69, 33, 40, 14, 
2022/3/13, 79, 21, 37, 11, 
2022/3/14, 59, 16, 10, 19, 
2022/3/15, 35, 21, 18, 10, 
2022/3/16, 58, 32, 17, 15, 
2022/3/17, 80, 31, 28, 5, 
2022/3/18, 84, 32, 37, 5, 
2022/3/19, 91, 26, 40, 9, 
2022/3/20, 76, 27, 34, 15, 
2022/3/21, 73, 32, 37, 18, 
2022/3/22, 74, 37, 40, 19, 
2022/3/23, 80, 35, 46, 19, 
2022/3/24, 76, 38, 55, 17, 
2022/3/25, 81, 42, 54, 15, 
2022/3/26, 91, 36, 46, 15, 
2022/3/27, 75, 29, 48, 16, 
2022/3/28, 62, 35, 41, 17, 
2022/3/29, 65, 42, 25, 11, 
2022/3/30, 75, 20, 18, 8, 
2022/3/31, 59, 12, 22, 8, 
2021/10/1, 17, 11, 32, 10, 
2021/10/2, 31, 10, 26, 9, 
2021/10/3, 28, 6, 25, 6, 
2021/10/4, 15, 6, 28, 7, 
2021/10/5, 19, 4, 26, 4, 
2021/10/6, 10, 5, 17, 7, 
2021/10/7, 13, 11, 17, 10, 
2021/10/8, 34, 19, 27, 10, 
2021/10/9, 56, 23, 31, 12, 
2021/10/10, 60, 24, 22, 11, 
2021/10/11, 65, 21, 19, 9, 
2021/10/12, 61, 10, 22, 9, 
2021/10/13, 31, 9, 23, 10, 
2021/10/14, 26, 13, 15, 12, 
2021/10/15, 37, 17, 15, 11, 
2021/10/16, 49, 21, 13, 8, 
2021/10/17, 64, 18, 17, 10, 
2021/10/18, 62, 19, 11, 12, 
2021/10/19, 57, 13, 27, 10, 
2021/10/20, 35, 9, 30, 5, 
2021/10/21, 21, 7, 24, 8, 
2021/10/22, 14, 8, 25, 7, 
2021/10/23, 20, 12, 18, 11, 
2021/10/24, 39, 17, 9, 14, 
2021/10/25, 53, 17, 15, 13, 
2021/10/26, 49, 15, 15, 12, 
2021/10/27, 46, 18, 9, 13, 
2021/10/28, 54, 20, 10, 13, 
2021/10/29, 60, 21, 2, 13, 
2021/10/30, 60, 18, 18, 12, 
2021/10/31, 58, 10, 24, 7, 
2021/11/1, 35, 5, 18, 10, 
2021/11/2, 16, 7, 13, 14, 
2021/11/3, 22, 7, 20, 6, 
2021/11/4, 22, 6, 17, 9, 
2021/11/5, 19, 15, 9, 9, 
2021/11/6, 50, 13, 23, 5, 
2021/11/7, 48, 11, 17, 13, 
2021/11/8, 32, 25, 18, 14, 
2021/11/9, 59, 24, 3, 15, 
2021/11/10, 62, 34, 3, 14, 
2021/11/11, 80, 28, 2, 15, 
2021/11/12, 79, 22, 3, 14, 
2021/11/13, 72, 18, 15, 7, 
2021/11/14, 62, 14, 15, 5, 
2021/11/15, 53, 17, 9, 8, 
2021/11/16, 59, 11, 7, 9, 
2021/11/17, 38, 10, 9, 10, 
2021/11/18, 34, 17, 13, 12, 
2021/11/19, 53, 15, 13, 9, 
2021/11/20, 50, 11, 4, 8, 
2021/11/21, 45, 13, 15, 8, 
2021/11/22, 51, 10, 14, 13, 
2021/11/23, 36, 21, 9, 14, 
2021/11/24, 57, 19, 6, 13, 
2021/11/25, 62, 27, 16, 12, 
2021/11/26, 80, 12, 23, 9, 
2021/11/27, 41, 10, 12, 12, 
2021/11/28, 39, 11, 20, 9, 
2021/11/29, 43, 7, 27, 3, 
2021/11/30, 20, 2, 30, 3, 
2021/12/1, 6, 2, 24, 8, 
2021/12/2, 6, 7, 22, 9, 
2021/12/3, 22, 8, 29, 6, 
2021/12/4, 23, 3, 28, 5, 
2021/12/5, 10, 10, 16, 14, 
2021/12/6, 37, 12, 23, 10, 
2021/12/7, 36, 10, 19, 16, 
2021/12/8, 30, 9, 24, 9, 
2021/12/9, 29, 7, 25, 10, 
2021/12/10, 22, 5, 19, 9, 
2021/12/11, 18, 8, 22, 6, 
2021/12/12, 31, 8, 13, 11, 
2021/12/13, 29, 9, 10, 10, 
2021/12/14, 35, 13, 13, 10, 
2021/12/15, 51, 12, 11, 12, 
2021/12/16, 48, 18, 15, 12, 
2021/12/17, 59, 14, 16, 6, 
2021/12/18, 54, 15, 11, 9, 
2021/12/19, 58, 13, 9, 14, 
2021/12/20, 49, 18, 11, 19, 
2021/12/21, 57, 22, 9, 16, 
2021/12/22, 69, 26, 26, 14, 
2021/12/23, 78, 11, 26, 5, 
2021/12/24, 38, 6, 16, 7, 
2021/12/25, 21, 8, 5, 9, 
2021/12/26, 33, 10, 25, 12, 
2021/12/27, 40, 5, 33, 4, 
2021/12/28, 17, 3, 29, 5, 
2021/12/29, 9, 3, 22, 4, 
2021/12/30, 7, 3, 16, 6, 
2021/12/31, 9, 14, 11, 9, 
2022/1/1, 48, 15, 22, 8, 
2022/1/2, 54, 8, 32, 2, 
2021/7/1, 7, 9, 37, 5, 
2021/7/2, 21, 12, 42, 6, 
2021/7/3, 37, 10, 31, 2, 
2021/7/4, 30, 5, 20, 4, 
2021/7/5, 13, 7, 23, 7, 
2021/7/6, 13, 6, 26, 5, 
2021/7/7, 13, 8, 24, 7, 
2021/7/8, 16, 8, 32, 5, 
2021/7/9, 20, 11, 37, 5, 
2021/7/10, 33, 7, 29, 2, 
2021/7/11, 21, 7, 34, 6, 
2021/7/12, 18, 10, 29, 4, 
2021/7/13, 18, 7, 25, 3, 
2021/7/14, 13, 5, 25, 3, 
2021/7/15, 8, 8, 33, 5, 
2021/7/16, 16, 14, 32, 4, 
2021/7/17, 42, 17, 36, 3, 
2021/7/18, 51, 13, 36, 5, 
2021/7/19, 31, 20, 42, 4, 
2021/7/20, 50, 20, 47, 7, 
2021/7/21, 53, 22, 56, 8, 
2021/7/22, 52, 23, 61, 6, 
2021/7/23, 55, 24, 42, 9, 
2021/7/24, 59, 17, 33, 3, 
2021/7/25, 47, 10, 30, 5, 
2021/7/26, 28, 11, 38, 4, 
2021/7/27, 25, 10, 32, 4, 
2021/7/28, 30, 9, 35, 5, 
2021/7/29, 23, 11, 36, 7, 
2021/7/30, 28, 12, 33, 3, 
2021/7/31, 31, 9, 27, 2, 
2021/8/1, 23, 7, 28, 3, 
2021/8/2, 16, 7, 26, 5, 
2021/8/3, 13, 6, 33, 3, 
2021/8/4, 12, 6, 26, 4, 
2021/8/5, 15, 5, 25, 4, 
2021/8/6, 11, 7, 27, 6, 
2021/8/7, 15, 6, 26, 1, 
2021/8/8, 11, 5, 30, 6, 
2021/8/9, 12, 9, 31, 7, 
2021/8/10, 18, 14, 37, 9, 
2021/8/11, 30, 18, 47, 9, 
2021/8/12, 40, 24, 43, 9, 
2021/8/13, 52, 20, 46, 7, 
2021/8/14, 52, 24, 37, 7, 
2021/8/15, 58, 16, 30, 5, 
2021/8/16, 46, 9, 30, 4, 
2021/8/17, 26, 9, 23, 4, 
2021/8/18, 30, 6, 24, 5, 
2021/8/19, 14, 9, 34, 8, 
2021/8/20, 18, 14, 41, 11, 
2021/8/21, 34, 13, 23, 4, 
2021/8/22, 37, 7, 28, 4, 
2021/8/23, 17, 8, 26, 4, 
2021/8/24, 23, 11, 36, 5, 
2021/8/25, 36, 13, 28, 8, 
2021/8/26, 40, 9, 26, 4, 
2021/8/27, 26, 7, 19, 5, 
2021/8/28, 20, 5, 18, 4, 
2021/8/29, 17, 5, 22, 4, 
2021/8/30, 16, 11, 27, 6, 
2021/8/31, 35, 12, 32, 8, 
2021/9/1, 37, 13, 36, 10, 
2021/9/2, 39, 15, 36, 10, 
2021/9/3, 42, 22, 43, 10, 
2021/9/4, 49, 20, 45, 8, 
2021/9/5, 46, 16, 46, 10, 
2021/9/6, 43, 21, 45, 11, 
2021/9/7, 52, 23, 43, 12, 
2021/9/8, 55, 21, 43, 10, 
2021/9/9, 54, 18, 36, 8, 
2021/9/10, 50, 12, 29, 4, 
2021/9/11, 39, 7, 35, 6, 
2021/9/12, 20, 9, 37, 10, 
2021/9/13, 25, 13, 38, 10, 
2021/9/14, 35, 14, 23, 6, 
2021/9/15, 39, 8, 24, 6, 
2021/9/16, 22, 10, 33, 9, 
2021/9/17, 30, 15, 34, 9, 
2021/9/18, 37, 15, 32, 6, 
2021/9/19, 43, 11, 17, 8, 
2021/9/20, 35, 16, 30, 8, 
2021/9/21, 44, 17, 29, 10, 
2021/9/22, 48, 14, 32, 10, 
2021/9/23, 37, 10, 37, 9, 
2021/9/24, 27, 14, 35, 12, 
2021/9/25, 40, 16, 30, 8, 
2021/9/26, 46, 12, 32, 8, 
2021/9/27, 39, 8, 29, 7, 
2021/9/28, 21, 10, 29, 7, 
2021/9/29, 26, 5, 29, 7, 
2021/9/30, 10, 8, 30, 12, 
2021/4/1, 54, 27, 32, 5, 
2021/4/2, 58, 12, 32, 5, 
2021/4/3, 35, 13, 36, 10, 
2021/4/4, 36, 13, 34, 5, 
2021/4/5, 40, 9, 28, 5, 
2021/4/6, 23, 7, 28, 5, 
2021/4/7, 18, 9, 33, 9, 
2021/4/8, 23, 17, 32, 18, 
2021/4/9, 45, 12, 35, 6, 
2021/4/10, 27, 8, 33, 7, 
2021/4/11, 21, 6, 29, 7, 
2021/4/12, 18, 10, 34, 11, 
2021/4/13, 33, 12, 33, 13, 
2021/4/14, 38, 12, 32, 11, 
2021/4/15, 39, 10, 27, 9, 
2021/4/16, 32, 11, 31, 8, 
2021/4/17, 37, 10, 27, 5, 
2021/4/18, 36, 16, 15, 12, 
2021/4/19, 55, 18, 34, 12, 
2021/4/20, 61, 19, 42, 12, 
2021/4/21, 58, 19, 35, 9, 
2021/4/22, 56, 17, 36, 12, 
2021/4/23, 42, 20, 43, 12, 
2021/4/24, 46, 16, 37, 5, 
2021/4/25, 44, 12, 38, 6, 
2021/4/26, 34, 17, 40, 8, 
2021/4/27, 38, 22, 44, 10, 
2021/4/28, 51, 15, 33, 5, 
2021/4/29, 35, 12, 28, 9, 
2021/4/30, 37, 17, 26, 6, 
2021/5/1, 60, 19, 32, 6, 
2021/5/2, 64, 13, 36, 8, 
2021/5/3, 45, 11, 35, 7, 
2021/5/4, 27, 6, 28, 4, 
2021/5/5, 13, 4, 23, 6, 
2021/5/6, 10, 4, 30, 7, 
2021/5/7, 10, 8, 33, 11, 
2021/5/8, 26, 8, 34, 7, 
2021/5/9, 23, 9, 30, 8, 
2021/5/10, 17, 8, 24, 5, 
2021/5/11, 16, 6, 21, 7, 
2021/5/12, 16, 8, 26, 4, 
2021/5/13, 21, 4, 28, 4, 
2021/5/14, 10, 4, 28, 3, 
2021/5/15, 8, 3, 29, 1, 
2021/5/16, 7, 3, 25, 2, 
2021/5/17, 5, 3, 27, 4, 
2021/5/18, 5, 4, 29, 4, 
2021/5/19, 8, 4, 28, 4, 
2021/5/20, 8, 6, 32, 6, 
2021/5/21, 11, 4, 31, 3, 
2021/5/22, 8, 4, 29, 3, 
2021/5/23, 8, 5, 24, 7, 
2021/5/24, 14, 5, 27, 2, 
2021/5/25, 10, 4, 25, 3, 
2021/5/26, 9, 3, 29, 4, 
2021/5/27, 8, 6, 29, 4, 
2021/5/28, 17, 8, 34, 5, 
2021/5/29, 19, 7, 33, 7, 
2021/5/30, 19, 8, 37, 5, 
2021/5/31, 21, 10, 41, 7, 
2021/6/1, 24, 13, 46, 10, 
2021/6/2, 27, 14, 30, 7, 
2021/6/3, 30, 10, 28, 7, 
2021/6/4, 27, 10, 26, 4, 
2021/6/5, 23, 7, 23, 3, 
2021/6/6, 20, 14, 18, 4, 
2021/6/7, 51, 19, 33, 5, 
2021/6/8, 59, 20, 34, 7, 
2021/6/9, 60, 15, 37, 6, 
2021/6/10, 49, 15, 50, 6, 
2021/6/11, 47, 17, 32, 5, 
2021/6/12, 48, 13, 37, 3, 
2021/6/13, 33, 13, 37, 7, 
2021/6/14, 30, 16, 50, 8, 
2021/6/15, 33, 16, 50, 9, 
2021/6/16, 33, 18, 64, 10, 
2021/6/17, 40, 24, 52, 10, 
2021/6/18, 53, 27, 44, 3, 
2021/6/19, 56, 35, 32, 2, 
2021/6/20, 61, 25, 34, 3, 
2021/6/21, 45, 10, 28, 5, 
2021/6/22, 25, 9, 35, 4, 
2021/6/23, 22, 8, 30, 5, 
2021/6/24, 19, 6, 24, 4, 
2021/6/25, 15, 12, 36, 5, 
2021/6/26, 37, 13, 36, 7, 
2021/6/27, 43, 10, 40, 4, 
2021/6/28, 28, 9, 31, 4, 
2021/6/29, 24, 5, 24, 3, 
2021/6/30, 11, 4, 19, 4, 
2021/1/4, 68, 17, 9, 8, 
2021/1/5, 63, 14, 2, 9, 
2021/1/6, 55, 10, 10, 9, 
2021/1/7, 38, 10, 13, 9, 
2021/1/8, 41, 11, 11, 9, 
2021/1/9, 43, 15, 10, 10, 
2021/1/10, 57, 19, 10, 13, 
2021/1/11, 63, 19, 22, 5, 
2021/1/12, 55, 6, 20, 10, 
2021/1/13, 19, 6, 19, 12, 
2021/1/14, 17, 10, 14, 10, 
2021/1/15, 36, 16, 13, 10, 
2021/1/16, 52, 20, 12, 13, 
2021/1/17, 60, 11, 26, 7, 
2021/1/18, 43, 6, 28, 7, 
2021/1/19, 20, 8, 15, 22, 
2021/1/20, 22, 15, 30, 7, 
2021/1/21, 41, 5, 30, 4, 
2021/1/22, 10, 5, 21, 6, 
2021/1/23, 16, 6, 26, 5, 
2021/1/24, 20, 10, 17, 13, 
2021/1/25, 32, 8, 23, 6, 
2021/1/26, 27, 9, 18, 11, 
2021/1/27, 26, 5, 22, 6, 
2021/1/28, 20, 2, 27, 3, 
2021/1/29, 6, 3, 25, 5, 
2021/1/30, 8, 6, 12, 6, 
2021/1/31, 26, 11, 17, 12, 
2021/2/1, 45, 4, 23, 7, 
2021/2/2, 15, 3, 29, 6, 
2021/2/3, 8, 4, 25, 11, 
2021/2/4, 9, 12, 3, 18, 
2021/2/5, 39, 17, 2, 13, 
2021/2/6, 58, 24, 23, 7, 
2021/2/7, 69, 9, 17, 9, 
2021/2/8, 30, 19, 6, 15, 
2021/2/9, 65, 35, 22, 13, 
2021/2/10, 99, 20, 27, 18, 
2021/2/11, 65, 19, 27, 17, 
2021/2/12, 61, 11, 31, 6, 
2021/2/13, 41, 12, 28, 10, 
2021/2/14, 38, 29, 14, 22, 
2021/2/15, 57, 26, 15, 20, 
2021/2/16, 63, 11, 25, 12, 
2021/2/17, 33, 16, 22, 17, 
2021/2/18, 42, 11, 24, 10, 
2021/2/19, 28, 18, 20, 14, 
2021/2/20, 49, 26, 22, 12, 
2021/2/21, 61, 25, 8, 17, 
2021/2/22, 60, 38, 10, 18, 
2021/2/23, 68, 55, 12, 16, 
2021/2/24, 80, 68, 15, 16, 
2021/2/25, 96, 70, 19, 13, 
2021/2/26, 101, 29, 27, 6, 
2021/2/27, 57, 12, 25, 6, 
2021/2/28, 43, 18, 25, 14, 
2021/3/1, 55, 23, 20, 17, 
2021/3/2, 57, 38, 3, 21, 
2021/3/3, 76, 43, 28, 12, 
2021/3/4, 80, 20, 19, 7, 
2021/3/5, 50, 9, 28, 9, 
2021/3/6, 35, 17, 21, 16, 
2021/3/7, 54, 24, 25, 15, 
2021/3/8, 68, 22, 20, 15, 
2021/3/9, 60, 22, 22, 12, 
2021/3/10, 64, 17, 29, 4, 
2021/3/11, 48, 4, 28, 4, 
2021/3/12, 9, 4, 30, 2, 
2021/3/13, 8, 2, 28, 4, 
2021/3/14, 6, 3, 24, 5, 
2021/3/15, 12, 5, 24, 7, 
2021/3/16, 17, 7, 21, 7, 
2021/3/17, 23, 7, 27, 10, 
2021/3/18, 25, 11, 25, 11, 
2021/3/19, 37, 9, 28, 6, 
2021/3/20, 36, 9, 25, 6, 
2021/3/21, 33, 14, 25, 9, 
2021/3/22, 45, 15, 24, 13, 
2021/3/23, 48, 23, 24, 17, 
2021/3/24, 62, 27, 30, 15, 
2021/3/25, 62, 21, 36, 13, 
2021/3/26, 56, 12, 32, 4, 
2021/3/27, 32, 6, 37, 6, 
2021/3/28, 16, 11, 35, 17, 
2021/3/29, 28, 18, 40, 16, 
2021/3/30, 37, 24, 38, 19, 
2021/3/31, 48, 29, 39, 16, 
2020/10/1, 38, 9, 16, 10, 
2020/10/2, 25, 9, 25, 6, 
2020/10/3, 24, 4, 28, 5, 
2020/10/4, 12, 3, 21, 3, 
2020/10/5, 7, 3, 22, 3, 
2020/10/6, 5, 3, 21, 3, 
2020/10/7, 8, 4, 21, 4, 
2020/10/8, 10, 5, 20, 4, 
2020/10/9, 13, 7, 19, 6, 
2020/10/10, 18, 7, 13, 7, 
2020/10/11, 22, 8, 15, 10, 
2020/10/12, 27, 10, 16, 9, 
2020/10/13, 30, 15, 14, 10, 
2020/10/14, 45, 8, 10, 6, 
2020/10/15, 26, 5, 11, 7, 
2020/10/16, 16, 7, 13, 10, 
2020/10/17, 24, 13, 12, 8, 
2020/10/18, 47, 17, 20, 8, 
2020/10/19, 55, 21, 7, 13, 
2020/10/20, 54, 25, 3, 14, 
2020/10/21, 55, 29, 18, 14, 
2020/10/22, 52, 23, 13, 7, 
2020/10/23, 42, 7, 22, 7, 
2020/10/24, 17, 8, 19, 9, 
2020/10/25, 24, 8, 18, 7, 
2020/10/26, 21, 6, 18, 8, 
2020/10/27, 14, 6, 17, 9, 
2020/10/28, 13, 6, 21, 5, 
2020/10/29, 13, 5, 17, 7, 
2020/10/30, 11, 12, 15, 10, 
2020/10/31, 27, 15, 18, 5, 
2020/11/1, 43, 5, 17, 3, 
2020/11/2, 13, 6, 20, 7, 
2020/11/3, 11, 8, 16, 8, 
2020/11/4, 20, 13, 11, 13, 
2020/11/5, 35, 20, 7, 11, 
2020/11/6, 53, 15, 4, 9, 
2020/11/7, 47, 24, 3, 12, 
2020/11/8, 61, 30, 5, 14, 
2020/11/9, 67, 28, 2, 11, 
2020/11/10, 65, 19, 2, 12, 
2020/11/11, 58, 19, 15, 12, 
2020/11/12, 53, 17, 12, 12, 
2020/11/13, 46, 17, 15, 12, 
2020/11/14, 45, 18, 20, 8, 
2020/11/15, 52, 10, 23, 4, 
2020/11/16, 26, 7, 20, 11, 
2020/11/17, 15, 16, 6, 14, 
2020/11/18, 39, 15, 24, 8, 
2020/11/19, 39, 9, 19, 11, 
2020/11/20, 23, 18, 8, 16, 
2020/11/21, 53, 26, 7, 14, 
2020/11/22, 73, 20, 5, 16, 
2020/11/23, 62, 17, 6, 14, 
2020/11/24, 54, 29, 3, 12, 
2020/11/25, 68, 28, 3, 15, 
2020/11/26, 68, 36, 3, 17, 
2020/11/27, 75, 29, 9, 14, 
2020/11/28, 65, 19, 18, 6, 
2020/11/29, 61, 24, 8, 16, 
2020/11/30, 71, 24, 7, 13, 
2020/12/1, 67, 12, 8, 12, 
2020/12/2, 50, 19, 9, 12, 
2020/12/3, 62, 21, 1, 18, 
2020/12/4, 60, 25, 4, 15, 
2020/12/5, 68, 14, 13, 10, 
2020/12/6, 55, 8, 15, 10, 
2020/12/7, 29, 13, 6, 13, 
2020/12/8, 45, 22, 1, 15, 
2020/12/9, 68, 20, 6, 13, 
2020/12/10, 65, 18, 10, 14, 
2020/12/11, 61, 13, 12, 11, 
2020/12/12, 44, 6, 12, 7, 
2020/12/13, 22, 8, 6, 13, 
2020/12/14, 30, 18, 2, 14, 
2020/12/15, 55, 12, 4, 14, 
2020/12/16, 46, 16, 5, 13, 
2020/12/17, 54, 19, 2, 13, 
2020/12/18, 54, 24, 5, 14, 
2020/12/19, 64, 17, 1, 13, 
2020/12/20, 55, 17, 15, 11, 
2020/12/21, 59, 6, 18, 2, 
2020/12/22, 24, 2, 23, 4, 
2020/12/23, 5, 3, 25, 2, 
2020/12/24, 6, 3, 20, 6, 
2020/12/25, 11, 10, 18, 8, 
2020/12/26, 40, 10, 28, 6, 
2020/12/27, 36, 5, 24, 7, 
2020/12/28, 17, 3, 25, 8, 
2020/12/29, 12, 6, 16, 9, 
2020/12/30, 20, 6, 15, 9, 
2020/12/31, 22, 12, 10, 10, 
2021/1/1, 50, 15, 14, 9, 
2021/1/2, 58, 14, 11, 9, 
2021/1/3, 56, 20, 13, 9, 
2020/7/1, 20, 8, 20, 4, 
2020/7/2, 16, 7, 29, 4, 
2020/7/3, 14, 8, 33, 5, 
2020/7/4, 17, 7, 26, , 
2020/7/5, 17, 6, 27, 2, 
2020/7/6, 12, 9, 37, 4, 
2020/7/7, 19, 10, 31, 6, 
2020/7/8, 21, 13, 29, 6, 
2020/7/9, 23, 13, 32, 5, 
2020/7/10, 21, 9, 39, 2, 
2020/7/11, 17, 7, 39, 6, 
2020/7/12, 21, 7, 42, 6, 
2020/7/13, 19, 10, 48, 8, 
2020/7/14, 23, 13, 33, 5, 
2020/7/15, 32, 9, 17, 4, 
2020/7/16, 22, 7, 34, 3, 
2020/7/17, 16, 9, 41, 7, 
2020/7/18, 24, 12, 44, 6, 
2020/7/19, 35, 15, 50, 7, 
2020/7/20, 40, 19, 45, 4, 
2020/7/21, 42, 16, 56, 6, 
2020/7/22, 30, 18, 59, 7, 
2020/7/23, 34, 18, 39, 9, 
2020/7/24, 35, 12, 33, 4, 
2020/7/25, 28, 11, 25, 4, 
2020/7/26, 24, 6, 34, 3, 
2020/7/27, 12, 9, 29, 5, 
2020/7/28, 16, 13, 44, 6, 
2020/7/29, 21, 16, 57, 10, 
2020/7/30, 25, 20, 63, 12, 
2020/7/31, 29, 24, 67, 10, 
2020/8/1, 45, 20, 36, 3, 
2020/8/2, 49, 13, 26, 4, 
2020/8/3, 42, 9, 30, 4, 
2020/8/4, 27, 10, 39, 3, 
2020/8/5, 25, 12, 41, 8, 
2020/8/6, 27, 15, 44, 7, 
2020/8/7, 34, 22, 52, 9, 
2020/8/8, 54, 22, 57, 8, 
2020/8/9, 58, 27, 58, 10, 
2020/8/10, 65, 30, 55, 12, 
2020/8/11, 67, 27, 53, 8, 
2020/8/12, 63, 29, 28, 9, 
2020/8/13, 64, 19, 35, 7, 
2020/8/14, 46, 10, 45, 4, 
2020/8/15, 28, 11, 46, 5, 
2020/8/16, 35, 9, 35, 4, 
2020/8/17, 25, 7, 33, 4, 
2020/8/18, 18, 7, 35, 4, 
2020/8/19, 13, 8, 40, 7, 
2020/8/20, 16, 12, 40, 9, 
2020/8/21, 26, 14, 25, 5, 
2020/8/22, 26, 7, 32, 3, 
2020/8/23, 17, 6, 32, 6, 
2020/8/24, 13, 9, 28, 7, 
2020/8/25, 16, 10, 31, 2, 
2020/8/26, 14, 14, 34, 6, 
2020/8/27, 20, 15, 25, 7, 
2020/8/28, 26, 6, 18, 3, 
2020/8/29, 13, 6, 17, 5, 
2020/8/30, 16, 5, 20, 4, 
2020/8/31, 12, 7, 23, 6, 
2020/9/1, 20, 9, 33, 7, 
2020/9/2, 30, 12, 34, 9, 
2020/9/3, 28, 11, 33, 10, 
2020/9/4, 24, 16, 36, 8, 
2020/9/5, 33, 11, 30, 3, 
2020/9/6, 28, 9, 32, 8, 
2020/9/7, 22, 13, 38, 11, 
2020/9/8, 26, 17, 44, 11, 
2020/9/9, 36, 16, 22, 10, 
2020/9/10, 36, 16, 33, 11, 
2020/9/11, 38, 18, 40, 12, 
2020/9/12, 45, 20, 45, 9, 
2020/9/13, 53, 20, 39, 11, 
2020/9/14, 54, 26, 57, 13, 
2020/9/15, 59, 30, 38, 16, 
2020/9/16, 64, 36, 32, 8, 
2020/9/17, 71, 22, 34, 8, 
2020/9/18, 55, 18, 34, 12, 
2020/9/19, 43, 23, 38, 11, 
2020/9/20, 55, 19, 44, 10, 
2020/9/21, 48, 24, 37, 12, 
2020/9/22, 55, 16, 27, 6, 
2020/9/23, 41, 11, 28, 6, 
2020/9/24, 29, 7, 22, 4, 
2020/9/25, 12, 3, 19, 2, 
2020/9/26, 7, 2, 22, 3, 
2020/9/27, 4, 5, 22, 7, 
2020/9/28, 16, 6, 16, 7, 
2020/9/29, 14, 8, 24, 7, 
2020/9/30, 25, 13, 22, 8, 
2020/4/1, 51, 26, 33, 15, 
2020/4/2, 66, 28, 34, 9, 
2020/4/3, 72, 19, 37, 10, 
2020/4/4, 56, 23, 39, 10, 
2020/4/5, 62, 23, 46, 14, 
2020/4/6, 60, 31, 55, 14, 
2020/4/7, 67, 33, 48, 16, 
2020/4/8, 66, 37, 57, 14, 
2020/4/9, 70, 37, 54, 12, 
2020/4/10, 74, 24, 42, 11, 
2020/4/11, 56, 22, 45, 8, 
2020/4/12, 45, 18, 40, 6, 
2020/4/13, 50, 14, 36, 4, 
2020/4/14, 40, 16, 35, 11, 
2020/4/15, 36, 26, 43, 15, 
2020/4/16, 51, 34, 47, 14, 
2020/4/17, 59, 35, 43, 10, 
2020/4/18, 60, 22, 39, 4, 
2020/4/19, 47, 17, 39, 3, 
2020/4/20, 40, 21, 43, 3, 
2020/4/21, 34, 20, 44, 3, 
2020/4/22, 34, 21, 51, 9, 
2020/4/23, 38, 25, 54, 11, 
2020/4/24, 51, 24, 46, 4, 
2020/4/25, 54, 16, 46, 7, 
2020/4/26, 40, 13, 42, 8, 
2020/4/27, 30, 14, 27, 9, 
2020/4/28, 33, 8, 31, 4, 
2020/4/29, 20, 5, 28, 5, 
2020/4/30, 11, 5, 34, 2, 
2020/5/1, 8, 4, 32, 2, 
2020/5/2, 10, 6, 41, 3, 
2020/5/3, 19, 8, 27, 8, 
2020/5/4, 23, 10, 36, 3, 
2020/5/5, 32, 10, 41, 7, 
2020/5/6, 29, 12, 46, 10, 
2020/5/7, 29, 17, 60, 12, 
2020/5/8, 36, 20, 49, 10, 
2020/5/9, 47, 19, 39, 5, 
2020/5/10, 55, 10, 25, 6, 
